T5.K4.652.A98542 K6.QJT976.QT7.Q6 432.A.AKJ93.JT73 AQJ987.8532.84.K:65658888888843433232
K83.J63.9642.Q74 A.KQT9872.T85.J2 QT94.5.AK7.AK983 J7652.A4.QJ3.T65:86864444999944444343
AJ642.A.QJ.K9876 QT95.KT65.AK754. 87.Q97432.86.532 K3.J8.T932.AQJT4:AAAA99998888BBBB9888
KT9765.JT.6.QT43 J432.K873.K5.765 Q.Q965.Q9732.AJ9 A8.A42.AJT84.K82:98986666999998987777
Q98.KQ82.KJ2.652 T53.J97.QT98.A84 62.6543.A63.KQJT AKJ74.AT.754.973:66667777545577776565
9753.98.KQ72.A42 KQJ.J6.A64.KJ986 A4.KQ32.JT985.75 T862.AT754.3.QT3:7676989898985454A9A9
AT8.AJ95.92.T862 Q52.64.KJ6543.74 KJ943.KQ82.T.QJ5 76.T73.AQ87.AK93:84844343424299996565
K96.T85.K87.9543 T74.62.T2.AKJT72 AQ8.Q43.AQ9543.6 J532.AKJ97.J6.Q8:B4B48787B8B84444B8B8
QJT72.KT.T43.Q86 K93.Q632.KQ8.J74 A5.A98.A65.AKT52 864.J754.J972.93:31313131555544442121
93.Q6.AT8765.A73 KT52.AK973.J2.KJ 84.JT4.K3.QT9852 AQJ76.852.Q94.64:98989999989866665555
KQJ6.984.42.AJ53 54.AKQT753.A.K98 82.J6.KJ876.QT64 AT973.2.QT953.72:A9AA9898AAAA88886666
T9875.T.T7.KJ832 KQ.KJ7.KJ652.AT6 32.AQ962.AQ9.Q97 AJ64.8543.843.54:55555555666477763333
QT.852.KT862.KT6 KJ942.AT3.A5.Q72 73.KQJ7.J94.J853 A865.964.Q73.A94:99999999777766668787
A87.K842.A82.KJ7 J9543.QJ3.94.Q98 KT.T95.KJ65.AT42 Q62.A76.QT73.653:43435555333333333333
Q765.JT53.KQ95.T J942.A9864.3.983 AK.KQ2.AT6.AKJ52 T83.7.J8742.Q764:11113232333322223333
QT94.62.AT87.KQ3 AJ5.A5.KQ6542.96 862.Q983.9.JT875 K73.KJT74.J3.A42:99999898A9A9BBBB8787
8765.T7.K4.Q8763 AQJ3.J632.Q83.T4 T.K9854.J7.AKJ95 K942.AQ.AT9652.2:7777BBBB7676BBBB4444
A8652.AQ3.T.J863 K4.K2.QJ843.AQT5 QT9.T98.K96.K972 J73.J7654.A752.4:777665558888AAAA6665
K9872.JT86..K532 A63.A753.873.J87 .KQ4.AKT9654.Q64 QJT54.92.QJ2.AT9:66767777555433435554
AKQJT4.875.75.65 8532.942.QJT863. 97.AKQJ.K2.QT874 6.T63.A94.AKJ932:338343435353A9996676
Q5.A87.K74.T8642 T8632.K962.T3.K3 J97.Q53.Q65.AJ75 AK4.JT4.AJ982.Q9:76758898888887875565
82..JT87642.AT54 KQJT9.Q864.A3.82 A654.K93.K5.QJ76 73.AJT752.Q9.K93:87879898A9A932323131
6.AKT7.AKT73.KQ7 A54.Q9.Q98642.85 QJ9732.853.J.A62 KT8.J642.5.JT943:44444343444455556565
KQ5.52.T72.KQ973 62.A987.KQJ84.86 AJ873.643.9.JT52 T94.KQJT.A653.A4:A8A84444BBBBAAAA4444
J7642..J52.Q7653 AK.Q98643.Q93.J4 T83.AKT752.T.AT9 Q95.J.AK8764.K82:AAAA75758888AABA5555
J74.A742.K8543.A KQ32..AJT92.KT53 T96.QJ53.76.QJ64 A85.KT986.Q.9872:9999999988889999AAAA
QT5.J75.T2.QJ976 A96.T964.AQJ7.54 J42.AQ3.K853.K32 K873.K82.964.AT8:76768888878788885555
T9.AK4.7543.KQ73 Q764.QT85.82.AJ9 KJ32.9732.AQJ.T8 A85.J6.KT96.6542:65656666555555555565
QJ94.J9.K7432.83 875.AKQ2.QJ8.J54 AK32.T7543.T6.K7 T6.86.A95.AQT962:A9A9555577777777BABA
93.Q8764.AQJ54.6 KJ7.AKT3.7.KJ752 QT642.J52.82.AQ9 A85.9.KT963.T843:76757776555576769999
83.J.A98763.KQT7 T65.873.T54.J543 AJ92.AKQT.KQ2.A9 KQ74.96542.J.862:00003333212100001110
JT52.J7.AK74.K95 7.KT9652.86.Q643 AK643.843.J5.A82 Q98.AQ.QT932.JT7:76764444888866667676
KJ.63.T875432.T5 Q875.42.AKQ6.743 63.T875.J9.AQ982 AT942.AKQJ9..KJ6:BBBBBBBBBBBB87878898
5.T532.AT9632.83 Q863.AQ986.75.T4 AKJ7.K4.J8.K9752 T942.J7.KQ4.AQJ6:77778888767644436665
J74.Q942.9843.Q5 AT2.JT8.7.T98632 Q6.73.AJT52.AJ74 K9853.AK65.KQ6.K:87879999989866668898
87432.2.953.AQ87 K.AJ4.QJ42.KJT32 QJ65.Q953.K8.954 AT9.KT876.AT76.6:CCCC8888CCCCCCCCAAAA
AKJ984.7.KJ83.T2 .T9653.74.KQ8754 653.A84.Q962.A96 QT72.KQJ2.AT5.J3:52522222AAAA32329999
6.AKT.QJ87543.KJ AT7.Q752.9.AQT93 K98.J863.AKT.652 QJ5432.94.62.874:63339999635332229888
8764.96.QJ98.K86 A5.KT.AT32.QT752 K93.QJ7542.64.J9 QJT2.A83.K75.A43:BBBBBABB8887AAAABBBB
KQJ82.AQ72.Q5.T9 AT9.KT64.T84.A54 743.J83.A9763.K2 65.95.KJ2.QJ8763:76665444555565558888
T865.Q632.652.KT Q4.97.K.AQ986543 J7.AJT8.QJ9743.2 AK932.K54.AT8.J7:DCDCBBBB77777777DCCC
A752.5.76543.J54 Q963.KJ62.KJ.932 KJT8..QT982.KQT8 4.AQT98743.A.A76:BAB94444BBBB33335555
872.Q75.Q972.QJ4 .AJT432.JT6.A532 AQJ9543.96.A4.K9 KT6.K8.K853.T876:9898656599998888AAAA
Q8742.KJ9.2.KQ74 53.A6532.K975.A3 AKT6.7.QJ84.JT52 J9.QT84.AT63.986:54543333777777773333
QJ4.A976.KJ.J864 83.JT52.832.AK52 K97.K84.AQT97.Q9 AT652.Q3.654.T73:43435555545443435454
T62.T.K8632.AQJ7 AJ987.Q98.QJ.K43 KQ54.7432.A54.82 3.AKJ65.T97.T965:77777666999954548787
72.KQ943.QT5.832 T4.JT7.J642.QT76 A9863.652.K93.AJ KQJ5.A8.A87.K954:75756666555577779898
KQ8.AT96.T4.AKJ3 A962.87.J632.T84 JT75.K54.Q7.Q762 43.QJ32.AK985.95:66664444555588884444
T42.AT97.AJT7.Q9 J6.J842.963.KT32 K75.K65.4.AJ8764 AQ983.Q3.KQ852.5:54546566555466763343
KQT84.QT.42.J932 J62.987.AJ987.T8 93.AKJ532.65.KQ5 A75.64.KQT3.A764:77776464444488885454
T.K654.QJT43.854 Q62.QJ3.A82.AJ72 AKJ854.AT7.95.KQ 973.982.K76.T963:44444343444433335555
Q83.QT96.AQ8.Q86 J962.A8.9542.A95 AK4.42.KJ73.KJT3 T75.KJ753.T6.742:33334444444433333333
K95.QJ.KT954.K42 QT32.AT92.A2.T73 J8.7653.J83.QJ86 A764.K84.Q76.A95:9999A9A9999965667777
85.QT8.AQ7642.98 QJ9763.9.JT98.T2 AK4.AJ74.K3.AQ65 T2.K6532.5.KJ743:33335555334322324454
T4.QJ984.AKQT4.3 AQJ83.A7.987.T65 K972.KT2.J62.A94 65.653.53.KQJ872:53536666222222228888
.A954.AKQJ.AQJ93 AKJ72.Q.9873.K72 854.JT872.T4.T85 QT963.K63.652.64:76768888222254543232
986.AJ7543..AQ75 JT73.8.KQ7432.T8 Q.KQ962.JT6.KJ62 AK542.T.A985.943:B3B3B7B71111BABA1111
T94.A8.8752.Q764 AJ.T9742.QT9.K53 K876.K53.AJ64.A8 Q532.QJ6.K3.JT92:77765565777755556666
Q985.A875.KJ.A98 KT3.J93.Q953.Q54 J2.QT64.T64.JT63 A764.K2.A872.K72:77777777555588886666
JT983.KJ7643.J9. 62.9852.5432.Q84 4.AQ.KQ76.AKJT76 AKQ75.T.AT8.9532:44445555323343444344
KT52.AKT73.J.QT4 6.Q8654.AT874.KJ A43.2.Q952.98732 QJ987.J9.K63.A65:77777777777798886555
A9853.AK2.964.K4 J.JT764.KQJ8.QT9 K64.Q53.T32.A732 QT72.98.A75.J865:55554444666666666666
T76.K973.QJ4.A63 A432.JT542.653.K 5.86.AT7.QJT9754 KQJ98.AQ.K982.82:6565A9A9989887873333
AK972.K.KJ7532.9 5.AT8632.96.AK63 JT864.J97.T4.Q75 Q3.Q54.AQ8.JT842:75764343A9AA5454A9AA
AJ4.AK65.KQ83.97 QT32.QJ8.6.AJT84 K965.T42.AJT974. 87.973.52.KQ6532:63633333111111118888
AKQT5.T5.K86.AT9 64.AJ43.A73.KJ73 J7.KQ92.J42.8642 9832.876.QT95.Q5:55555454656566665454
972.K963.A3.T983 AJ54.872.K6.A752 QT3.QJ4.Q984.Q64 K86.AT5.JT752.KJ:9898A9A9878799998888
K9432.6.T92.AQ83 T87.AJ72.K853.95 QJ5.KQT4.A74.J76 A6.9853.QJ6.KT42:55554343666666655454
AK5.J8.J653.AQ96 Q9762.64.T84.J54 T.AKT92.AK92.KT8 J843.Q753.Q7.732:11114444111100000000
64.AKT62.K6.KT32 J92.J9.QT73.Q985 KQ853.83.AJ42.AJ AT7.Q754.985.764:32222222222233332222
653.AKQ982..KJ93 AKJT72.53.J63.76 Q94..AKQ84.AQT54 8.JT764.T9752.82:22225555424242423030
A632.A8.T3.KQ852 Q98754.73.865.T4 T.T962.AKJ72.J76 KJ.KQJ54.Q94.A93:54547777555544443333
KJ7.K54.4.J96532 985.AQT863.QT.K8 A42.J.J987.AQT74 QT63.972.AK6532.:94848887A99999992222
75.K9654.T43.KJ4 KT64.AQ.K9762.98 93.J82.AQJ5.AT62 AQJ82.T73.8.Q753:7777AAAA656576766666
43.AJ976.QJ72.K4 AT5.T5.AT86.QT87 KQJ.Q43.5.A96532 98762.K82.K943.J:44447676434377774444
T42.AK62.93.JT85 KQ5.QJ54.T8.K973 AJ763.873.J72.62 98.T9.AKQ654.AQ4:AAAA77779898AAAA9999
QJ62.95.AQJ53.63 73.KQJ862.K6.Q92 AKT5.7.8742.J875 984.AT43.T9.AKT4:A8A84444BABA4444AAAA
83.KT95.K9.KT753 T72.643.QT8652.9 QJ5.J8.AJ73.J864 AK964.AQ72.4.AQ2:65658888878787884444
K542.A2.AQT54.87 T9.T94.K983.KJT4 J3.KQJ86.J76.Q63 AQ876.753.2.A952:66668787555544448888
AKJ3.AQ85.J5.J98 Q74.KT6.A83.A642 T52.93.642.QT753 986.J742.KQT97.K:999977779999AAAA7676
Q953.KJT87..QT97 87.A4.A43.K65432 AJT.6532.JT986.A K642.Q9.KQ752.J8:66665555222277778888
KJ.AKQ8.A983.743 86.32.KQ52.QJ965 Q75432.T975.76.T AT9.J64.JT4.AK82:86863333444488889999
763.AQ9.872.Q543 2.KJ6543.Q54.972 AQJ54.872.KJ93.6 KT98.T.AT6.AKJT8:77876666999877779999
AQT97.A2.AQT2.52 642.KQ865.53.T76 J3.T743.J7.AKJ83 K85.J9.K9864.Q94:11111111333333332121
QJ76.874.762.K43 A92.AK.QJT54.J65 43.JT952.AK3.Q82 KT85.Q63.98.AT97:A9AA99998888AAAAA9AA
J92.T9632.762.J9 AT74.KJ75.KJ85.4 853.84.Q.AQT8762 KQ6.AQ.AT943.K53:DCDCDCDCBBBBDCDC7777
J4.J85.QJ87653.6 Q93.QT62.K9.KJT7 K652.AK73.A42.AQ AT87.94.T.985432:43326665444222228887
J982.A6432.K32.5 QT43.95.A864.A84 AK75.QJ.QJ75.KQT 6.KT87.T9.J97632:44432222444433337777
A97.952.KJ43.Q64 5.7643.982.AJT52 KQJT6.AJ.QT75.87 8432.KQT8.A6.K93:76764444AAAA5353A9A9
QJT3.T975.83.QT3 K97.A43.AK7.8752 A65.J62.QJT92.J6 842.KQ8.654.AK94:88887777777788879999
AKJ4.KJ.KT8642.8 Q62.Q7652.53.732 T98.AT4.J97.AJ94 753.983.AQ.KQT65:32332222656622226565
AT54.72.J94.K875 Q986.J5.K73.Q632 J2.Q9864.AT5.JT9 K73.AKT3.Q862.A4:88888898878799888787
K852.Q.K972.QJ87 T.JT5.QT4.AKT652 A743.A98762.6.43 QJ96.K43.AJ853.9:99995555767698988888
954.J9.A95.AQJ42 632.A73.KT.T7653 AQJ8.K64.QJ762.9 KT7.QT852.843.K8:44443333666633335555
KT92.J.AK973.J84 .QT9542.542.T763 A7643.3.Q6.AKQ52 QJ85.AK876.JT8.9:61612121999931213121
73.QT96.Q7642.QT AK5.K74.J983.KJ7 QJ842.A8.AKT5.A4 T96.J532..986532:73435464766633339999
J762.52.AT3.KJ62 T.KJT743.4.97543 AKQ93.96.KQ52.A8 854.AQ8.J9876.QT:61612121888833336565
92.K3.T932.AQ432 AQJT87.T97.Q8.J6 K53.8.AJ54.KT975 64.AQJ6542.K76.8:64649898999944433333
Q.AK7.AT872.AKQ7 AK642.QJ85.953.8 J9875.942.QJ.T32 T3.T63.K64.J9654:43445455445443444344
9763.63.QJ96.752 T4.K8.AT874.T643 AQ852.AQT72.K.K9 KJ.J954.532.AQJ8:66764444666688888888
KQJT7653.95.6.J6 A.KQJ7.QJ973.A87 .T642.AKT.KQ9542 9842.A83.8542.T3:666643437776A9A95555
6.AK85.J943.JT98 KQJ3.94.AT.Q7643 T75.Q6.Q7652.AK5 A9842.JT732.K8.2:7777AAAA888843436666
4.854.JT985.9863 QT86.AKT3.Q62.QT 92.J762.AK3.AJ75 AKJ753.Q9.74.K42:AAA9CACA99A865656666
Q87.3.532.K87652 J5.KQ2.AJ98764.A A92.9865.KQ.JT94 KT643.AJT74.T.Q3:B7B7AABACCCCBABA6565
J3.K84.J874.KQ32 AK742.A93.Q95.54 T985.J752.6.AJT7 Q6.QT6.AKT32.986:9999A9A97777AAAA7777
A987.A.AKJT2.K94 K543.J4.7653.Q32 QT6.T9872.Q.AT75 J2.KQ653.984.J86:22222121444422222222
74.J53.Q6543.943 A8.K98762.K2.K76 KT9.T4.JT87.AQ52 QJ6532.AQ.A9.JT8:BBBABABABBBA66669998
JT852.65.KT64.97 AKQ6.K8.AJ5.QJ84 7.A932.9832.AKT3 943.QJT74.Q7.652:77778877989865658777
Q98532..A74.Q762 4.AT74.T865.T984 A.J9652.KJ93.KJ5 KJT76.KQ83.Q2.A3:66665555666654544444
A3.AQ987.532.T74 QJT962.K.QT84.98 K874.543.AK.AK65 5.JT62.J976.QJ32:32325555222265653333
.K8762.KQ643.942 QT95.AQJT954..T6 8642..T82.AKQJ87 AKJ73.3.AJ975.53:8787BAA9B78866664333
8.T2.AQ32.KJT873 Q642.QJ86.J976.2 KJT753.A974.5.A4 A9.K53.KT84.Q965:54544444656566664243
J96.J5.T63.KQ976 854.KQ92.KQJ97.5 AQ7.AT643.85.J32 KT32.87.A42.AT84:88889898777799995555
AQJ8652.Q5.Q9.T6 4.876432.KT875.4 3.KJ9.J43.AJ9853 KT97.AT.A62.KQ72:76766565989899995555
AKT862.J.A43.A42 Q943.Q95.JT92.K8 J75.K43.75.J9765 .AT8762.KQ86.QT3:97975555BBBBBABB6666
T42.KQ64.Q863.K9 K53.JT5.KJ2.AQ43 876.9732.AT75.65 AQJ9.A8.94.JT872:BABBBBBB98987777BBBB
8742.A52.KT.Q942 KT.T9864.J843.K3 AQJ965.KJ7.A62.7 3.Q3.Q975.AJT865:22221111545477767676
J7.4.KQJT762.AK5 T86.AKJ86.8.9643 AQ943.9.A94.QJ82 K52.QT7532.53.T7:61613232888811111111
2.QT5.J9862.A842 AQJ5..AKQ54.QJ95 .KJ876432.T73.73 KT987643.A9..KT6:CCCCDCDC5555A9A9BABA
976.K642.Q2.K863 KJT852.5.AK84.T7 A4.QT9.T53.AJ542 Q3.AJ873.J976.Q9:7575AAAA7777AAAA4444
K9632.Q92.KQ4.32 J74.AJ643.JT5.65 Q5.T5.A963.AJ874 AT8.K87.872.KQT9:87876666989865656666
JT4.J2.K653.QT54 KQ7.QT965.98.A73 A962.AK873.AJ4.8 853.4.QT72.KJ962:55555555555555557777
9753.AKT763..QJ4 A2.94.AT8762.K65 T864.J5.K54.A972 KQJ.Q82.QJ93.T83:54544333444498986565
K94.A64.J5432.KJ T652.983.Q986.65 QJ3.QT52.KT7.A83 A87.KJ7.A.QT9742:44446565545444446566
AT93.98763.A.KJT K876.QJ.K3.96532 Q42.AK4.JT652.Q4 J5.T52.Q9874.A87:55544444333355555555
AQT53.Q96542..AT K98762.K3.4.Q954 4.A8.QJ97.J87632 J.JT7.AKT86532.K:55555555444487874333
A75.AK94.KJ4.KQJ Q96.Q52.A32.8763 J83.JT8763.T7.A4 KT42..Q9865.T952:44446666333376767677
653.93.T.JT87432 QJT97.AKJ.QJ4.K6 8.Q8762.AK8732.A AK42.T54.965.Q95:A9A9A8A8656565656565
J63.A.J73.AJT872 .KT75.KQ9654.K94 QT9752.QJ963.T2. AK84.842.A8.Q653:AAAA64648888B7B78888
8542.A76.5.QT632 Q6.K5.A9763.J854 AKJ.JT842.2.AK97 T973.Q93.KQJT84.:646444443343AAAA3332
AK9.9652.J952.Q2 JT8765.K.76.K863 4.QT73.A43.AJT97 Q32.AJ84.KQT8.54:66668787444455555555
T95432.5.Q75.A93 KQJ8.Q.K963.Q642 76.8763.AT84.K87 A.AKJT942.J2.JT5:99997676AAAA8888A9A9
A763.KJT3.K85.J7 82.8654.A.KQT862 JT9.AQ92.J92.A95 KQ54.7.QT7643.43:64645454444476767777
Q986532.Q84.T.76 AK7.T963.QJ74.83 4.AKJ2.952.AT954 JT.75.AK863.KQJ2:888855557676AAAA7676
A7.94.Q8652.AK98 KJ6.JT6.T93.QT52 T983.KQ53.AK7.74 Q542.A872.J4.J63:44446555555533335555
JT95432.J6.T6.T8 87.T8753.KQ3.753 .AKQ42.A9742.642 AKQ6.9.J85.AKQJ9:8888767676766666AAA9
K4.AQ32.T83.QJ92 A65.9876.976.K75 QT2.JT5.AJ42.A86 J9873.K4.KQ5.T43:44445555444444443333
QT87.JT84.A5.KQ6 K2.Q972.T63.A853 J5.AK63.K874.JT2 A9643.5.QJ92.974:54546666444466666565
Q9754.JT2.Q9.K72 KJT2.A8.A874.J86 863.KQ654.T3.A95 A.973.KJ652.QT43:989888887777AAAAAAAA
A87.KQT543.976.T 532.76.QJ843.643 KQ.J98.AK5.AKJ82 JT964.A2.T2.Q975:11114444111144442222
K8643.AJ.AKQJ.K5 J.T9842.654.Q642 975.K7.T98732.J3 AQT2.Q653..AT987:54544444AAAA4343AAAA
T73.K952.93.K432 52.J73.A652.T965 QJ984.Q84.KT8.A8 AK6.AT6.QJ74.QJ7:76766565666688888887
Q732.AT97.764.95 AKT9.J6.J8.AJT43 6.K85.AQT93.K876 J854.Q432.K52.Q2:96968888656554548888
A76.A65.A874.AK9 95.984.Q532.J432 Q82.KJ72.JT.Q765 KJT43.QT3.K96.T8:33434454334344543343
QT974.AQ7.65.QJ8 AJ86.K8.KQT7.T96 K2.T96542.92.743 53.J3.AJ843.AK52:A9A988886666AAAAAAAA
K7.KQT4.52.KT842 AQ83.96532.87.93 95.7.KQJT94.Q765 JT642.AJ8.A63.AJ:88889999989855555555
6542.K76.T93.942 T987.A8.A864.AT5 AQJ.JT952.KQ52.6 K3.Q43.J7.KQJ873:9999779755657676BBBA
52.AT98.Q9.QT862 Q6.Q7.KT86532.A9 AJT984.64.AJ4.K3 K73.KJ532.7.J754:54434443666688885555
85.T63.96.AKQJ92 KJT76.Q52.K74.85 92.KJ9.AJT82.763 AQ43.A874.Q53.T4:66668887777744444444
KT2.AJ87.AQ4.T98 A87643.965.87.J6 QJ95.T32.KT32.KQ .KQ4.J965.A75432:33335454334344445565
K93.53.A63.K9864 Q6.Q2.KJT82.QT32 J4.AJT94.Q754.75 AT8752.K876.9.AJ:87879999666677777777
K876532.2.93.QT6 .QJ84.AKT6.AJ743 AJ4.T63.QJ872.82 QT9.AK975.54.K95:CBCB6666DDDD9999CCCC
J5.QT63.K632.AQ4 AQ976.A2.A4.J982 432.KJ985.QT97.5 KT8.74.J85.KT763:7777A9A954545454A9A9
AKT2.QT.JT8732.J 5.AK86.Q64.AQT64 Q63.97432.A9.K98 J9874.J5.K5.7532:76766666666655559999
643.9.K82.J98432 AKQT97.AKQJ.J9.5 852.T53.AT64.AT6 J.87642.Q753.KQ7:AAAAAAAACACA88887777
J43.96.KJ9542.K7 K862.AK542..9832 .QJT83.AQT87.QJ5 AQT975.7.63.AT64:9797BBBB87873333BBBB
J94.A5.QJ5.KT952 KQT.KQJT3.KT92.6 A7532.4.874.AJ43 86.98762.A63.Q87:66664444AAAA87874444
98763.A8.765.T53 A5.KJ9642.KQ92.A JT2.7.T8.KQ98742 KQ4.QT53.AJ43.J6:C8C88787CCCCCBCB6666
T985.KT75.4.J953 J432.J92.Q65.AK7 AKQ6.6.AJ9732.T2 7.AQ843.KT8.Q864:77775353989866668888
AQ763.T8765.7.T6 9.A942.QJ8643.97 JT54..KT92.AQ842 K82.KQJ3.A5.KJ53:77773333989899995555
KQ84.Q.J762.QT64 JT97.KT5.KT9.972 A63.J842.Q843.A5 52.A9763.A5.KJ83:87876666888855557787
AKQ832.A2.98432. JT9654.7.KQ5.J54 .KQJT53.T7.AKT98 7.9864.AJ6.Q7632:32326666323254545554
QJ65.AQJT8.A6.Q3 T83.2.JT54.K8642 7.K93.KQ98732.97 AK942.7654..AJT5:7575999955554444AAAA
K42.53.KQ8743.97 J873.94.AT2.A842 AQT9.AKJT72..KQ5 65.Q86.J965.JT63:43433222223244445555
QJT84.T83.AT6.T6 A5.K754.K42.Q432 73.Q6.Q9875.9875 K962.AJ92.J3.AKJ:BBBB9999CCCC9898BBBB
652.KQ6.AQ8.AKQ5 AQ83.T.KJ953.963 KJ.A5432.T72.JT4 T974.J987.64.872:43437565333354443333
J2.KJ94.KQ65.AQ7 A73.Q2.AJT73.K84 T84.T87653.9.932 KQ965.A.842.JT65:A7A7BBBB6565BBBBA999
AKT743.853.T4.53 92.J7.AQ9852.AT4 QJ65.T642.K7.Q82 8.AKQ9.J63.KJ976:A7A76666AAAACBCBCBCB
JT9876.AK532.42. AQ2.987.K8765.76 K43.JT6.QJT3.KQ9 5.Q4.A9.AJT85432:7574333353537676AAAA
Q.3.AJ97642.K752 A9753.9854.T.J86 KJT6.T762.K8.Q94 842.AKQJ.Q53.AT3:66668888888733335555
QT2.AT875.KJ4.Q4 A8.Q3.AQ.AJT9532 97654.K6.7653.87 KJ3.J942.T982.K6:CBCB877798889898CBCB
AKQT96.Q95.K6.T8 85.K42.JT2.KQ943 .AJT73.A954.AJ62 J7432.86.Q873.75:11112121111133333333
QT85.Q8.A53.AK82 J4.A543.Q872.973 9762.97.9.QJT654 AK3.KJT62.KJT64.:76765555CBCBCCCC5454
T52.T7.AJ65.J752 K4.AQ8.QT432.963 AQJ86.K654.K98.8 973.J932.7.AKQT4:55554444777666658787
T3.T65.KT74.J765 QJ9864.K4.AQ6.Q4 5.QJ983.J93.AKT3 AK72.A72.852.982:A9A9AAAA555576766565
T7.653.KJT863.Q2 KQJ863.98.Q9.964 92.AJ72.42.KJ753 A54.KQT4.A75.AT8:B8B8BABAA8B876768787
AKT7.2.A76.AT842 852.J987.932.Q75 J64.QT654.QT8.96 Q93.AK3.KJ54.KJ3:65653343555565665455
KQJ2.K763.T42.J5 AT654.J2.Q6.Q842 97.Q4.973.AK9763 83.AT985.AKJ85.T:97979898AAAAAAAA6666
Q742.AK2.T4.QJ86 3.J8754.AJ86.T52 J986.QT3.Q9752.7 AKT5.96.K3.AK943:76776666999877779999
JT96.AJT9.5.Q862 43.Q5.AKT64.KJ74 KQ8.K62.9732.A53 A752.8743.QJ8.T9:86865454555598987575
T863.AKQT.KQJ9.9 5.72.A8542.AK763 AJ72.J843.T7.T84 KQ94.965.63.QJ52:76765555444477779999
J53.K97.AKT8.KJ2 K742.J863.J52.97 AT8.T5.963.QT853 Q96.AQ42.Q74.A64:55557676777754544444
6.AKQT94.AQJ5.T2 K92.J65.K976.J93 AQJ43.8.T843.874 T875.732.2.AKQ65:54545454323231316666
KQ98.J32.KT974.A 432.AQ.AJ52.JT95 T5.K854.Q3.76432 AJ76.T976.86.KQ8:76777676666654558787
AK973.Q8.KT9.Q32 Q85.AJT2.AQJ5.96 62.K6.8742.AT754 JT4.97543.63.KJ8:86877666989886765555
AT42.QT76.J8.A74 QJ96.AK32.K63.Q6 K8.J8.T972.JT832 753.954.AQ54.K95:88888787767688886666
98.QJT74.9.Q8532 T4.A5.Q8432.J964 7652.K962.JT6.AT AKQJ3.83.AK75.K7:CBCBCCCC5555CCCC8888
AK732.KT4.9632.9 QJ4.J.T.AJ875432 65.Q987653.KQ7.T T98.A2.AJ854.KQ6:AAAA747443438787CACA
A64.AJ953.542.T8 J973.86.KQJ7.K62 Q52.KQT74.A8.J53 KT8.2.T963.AQ974:666688985555AAAAAAAA
Q962.QT973.AJ8.A J8.AK84.K72.9752 KT7543.J5.3.JT43 A.62.QT9654.KQ86:866633336565AAAAA9A9
Q4.AJT.Q93.JT982 T65.982.J654.764 AJ872.653.K87.AK K93.KQ74.AT2.Q53:44443333444455554444
QT92.643.AQJ8.T4 K75.AQJ75.97.J92 AJ4.T82.543.AK86 863.K9.KT62.Q753:54544444656544445555
J84.J.98743.Q932 AKQ72.A.KJ62.AK7 T965.K875432.5.6 3.QT96.AQT.JT854:CCCCCCCC9898CCCCCCCC
K72.A9753.92.J72 QT54.64.64.A9864 A8.Q8.QJT853.T53 J963.KJT2.AK7.KQ:A8A8AAAA777766669999
QT3.J75.AQJ95.A2 K954.Q.K82.KQJT5 A2.AK42.76.98763 J876.T9863.T43.4:53437676444433335555
A73.AJ92.53.KJT2 KJ65.K853.76.AQ7 Q9.T74.AKT94.954 T842.Q6.QJ82.863:55557777555565555555
J74.K8765.K654.Q 532.AQJ32.72.K93 A986.T9.T.AJ8752 KQT.4.AQJ983.T64:98986666767688986676
K942.T76.AQJ976. A73.AKQJ4.T.QT94 JT.53.K842.AK852 Q865.982.53.J763:65656666878731327777
T4.762.AK986.A97 A76532.QT3.T.Q85 KQJ9.A985.754.32 8.KJ4.QJ32.KJT64:66667777656566669898
KQ85.752.KQ5.A97 T72.KJT.T8.JT864 A43.Q9863.A762.5 J96.A4.J943.KQ32:55554343333344447777
QT3.AKQJ7.5.T983 J84.T54.AQJ43.K4 952.62.KT982.A62 AK76.983.76.QJ75:65657676656566666666
Q2.74.KQ92.A8652 643.AQT96.T8.K74 AKJT9.J8.AJ63.Q3 875.K532.754.JT9:53533333666632323232
KT62.QT96.KJ5.A8 J8.J73.Q9872.752 94.AK5.T643.KQ63 AQ753.842.A.JT94:33335555333333334444
KQ63.T984.Q7.AK8 92.A73.K9842.Q94 T7.KQ65.J6.JT632 AJ854.J2.AT53.75:87878787555599995555
T5.876.K954.AQ32 A62.953.AQJ62.T7 K4.QT.T873.K9865 QJ9873.AKJ42..J4:7777BABABABA77776676
T.AKQ.AKQ9854.Q2 864.T9.T63.KT874 KJ532.J54.J7.AJ3 AQ97.87632.2.965:11214444434311115555
AKQ5.T7.AJT5.QJ8 974.Q3.732.AT742 T6.K9865.KQ8.K95 J832.AJ42.964.63:33334444333333334444
A.KJ874.A5432.65 QJ98762.32..Q984 54.5.KJ9876.AKJ7 KT3.AQT96.QT.T32:32328888444411113232
T4.AKJ4.AJ9532.5 9653.T6.KQT87.86 J72.98732.64.Q72 AKQ8.Q5..AKJT943:B7B7BBCB55557777AABA
AKT75.Q543.Q8.Q8 QJ3.AJT62.65.A62 942.87.AKT97.J95 86.K9.J432.KT743:76766555878866669898
AQ8542.JT6.8.A92 J763.8.T76543.T7 T.K9732.A2.J8654 K9.AQ54.KQJ9.KQ3:88886566434399994444
